Project Name,Summary,Dependencies,Precision@5,Recall@5,Ground Truth
dsyer/spring-boot-ratpack,"This project provudes autoconfiguration and a CLI extension for Spring Boot with Ratpack. Most of the features enabled here are actually\nalready in Ratpack, e.g. see `@EnableRatpack`. Using this project as well\nas `ratpack-spring-boot` means lets you write an application using Ratpack\nand Spring with slightly less overhead, just by adding dependencies.","['io.ratpack:ratpack-core', 'io.ratpack:ratpack-dropwizard-metrics', 'io.ratpack:ratpack-groovy', 'org.springframework.boot:spring-boot-cli', 'org.hibernate:hibernate-validator', 'io.ratpack:ratpack-session', 'commons-logging:commons-logging', 'com.fasterxml.jackson.core:jackson-databind', 'org.springframework.boot:spring-boot-configuration-processor', 'io.ratpack:ratpack-handlebars', 'org.springframework:spring-web']",0.6666666666666666,0.6666666666666666,"['org.apache.tomcat:tomcat-jasper-el', 'io.ratpack:ratpack-newrelic', 'org.springframework.boot:spring-boot-ratpack', 'io.ratpack:ratpack-thymeleaf', 'org.springframework.boot:spring-boot-actuator', 'io.ratpack:ratpack-session-redis', 'org.springframework.boot:spring-boot-starter-test', 'org.springframework.boot:spring-boot-starter-logging', 'io.ratpack:ratpack-guice', 'org.springframework.boot:spring-boot-autoconfigure', 'io.ratpack:ratpack-spring-boot', 'io.ratpack:ratpack-rx']"
spheras/messic,MESSIC is a free software project that aims to convert this mess of music into an ordered catalog of music and play it in a confortable way. It gives you absolute control of your music.,"['org.springframework:spring-aop', 'org.hibernate:hibernate-entitymanager', 'org.messic:messic-starter', 'com.google.apis:google-api-services-youtube', 'org.springframework.security:spring-security-core', 'org.mockito:mockito-all', 'org.springframework:spring-jdbc', 'net.jthink:jaudiotagger', 'commons-codec:commons-codec', 'org.springframework:spring-aspects', 'org.springframework:spring-test', 'org.fourthline.cling:cling-support', 'org.springframework.security:spring-security-config', 'org.osgi:org.osgi.core', 'net.coobird:thumbnailator', 'commons-cli:commons-cli', 'org.springframework:spring-oxm', 'org.springframework.security:spring-security-web', 'commons-logging:commons-logging', 'taglibs:standard', 'org.springframework:spring-core', 'org.messic:messic-server-common', 'org.messic:messic-server-datamodel', 'commons-collections:commons-collections', 'org.springframework:spring-webmvc-portlet', 'junit:junit', 'com.h2database:h2', 'org.messic:messic-server-webapp', 'commons-io:commons-io', 'commons-dbcp:commons-dbcp', 'org.springframework:spring-tx', 'commons-lang:commons-lang', 'org.aspectj:aspectjweaver']",0.4,0.1111111111111111,"['org.springframework:spring-expression', 'com.google.http-client:google-http-client-jackson2', 'org.hibernate:hibernate-core', 'org.springframework:spring-webmvc', 'org.messic:messic-server-osgiservices', 'org.messic:messic-service', 'org.messic:messic-server-webapp-logics', 'org.messic:messic-server-dlna', 'com.google.api-client:google-api-client', 'org.apache.felix:org.apache.felix.bundlerepository', 'org.springframework:spring-context', 'net.java.dev.jna:jna-platform', 'com.octo.captcha:jcaptcha-integration-simple-servlet', 'org.apache.httpcomponents:httpclient', 'org.messic:messic-configuration', 'org.jsondoc:jsondoc-core', 'com.sun:tools', 'org.apache.commons:commons-lang3', 'org.springframework:spring-beans', 'org.messic:messic-server-api-playlists', 'org.springframework:spring-orm', 'com.fasterxml.jackson.core:jackson-databind', 'org.slf4j:slf4j-log4j12', 'org.springframework:spring-web', 'org.messic:messic-server-api', 'org.springframework:spring-context-support', 'log4j:log4j', 'org.messic:messic-server-plugin-tagwizard-audiotagger', 'javax.servlet:servlet-api', 'javax.servlet:jstl', 'commons-fileupload:commons-fileupload', 'org.apache.felix:org.apache.felix.main', 'org.fourthline.cling:cling-core']"
WdWeaver/openid4java-gae-hacks,"OpenID4Java is a Java Library originally developed by Sxip Identity, \nlicensed under Apache 2.0.\n\nThe library currently supports the following OpenID specifications:\n\t- OpenID Attribute Exchange 1.0 and 1.1.","['org.eclipse.higgins:higgins-sts-api', '${groupId}:openid4java-server-JdbcServerAssociationStore', 'xml-security:xmlsec', 'jetty:jetty-util', 'com.google.appengine:appengine-api-1.0-runtime', '${groupId}:openid4java', 'net.sourceforge.nekohtml:net.sourceforge.nekohtml', '${groupId}:openid4java-nodeps', 'com.google.appengine:appengine-tools-sdk', 'log4j:log4j', 'org.eclipse.higgins:higgins-configuration-api', 'xml-security:xml-security', 'commons-codec:commons-codec', 'commons-httpclient:commons-httpclient', 'org.openid4java:openid4java', 'org.eclipse.higgins:higgins-sts-server-token-handler', 'org.apache.ws.commons.axiom:org.apache.ws.commons.axiom', 'stax:stax-api', 'commons-logging:commons-logging', '${groupId}:openid4java-consumer', 'net.sourceforge.nekohtml:nekohtml', '${groupId}:openid4java-consumer-SampleConsumer', 'org.springframework:org.springframework', 'javax.servlet:servlet-api']",0.2,0.07142857142857142,"['xerces:xercesImpl', 'org.openxri:org.openxri', '${groupId}:openid4java-xri', 'org.apache.ws.commons.axiom:axiom-api', 'org.eclipse.higgins:org.eclipse.higgins', 'javax.servlet:javax.servlet', 'taglibs:standard', 'junit:junit', '${groupId}:openid4java-server-SampleServer', 'net.sf.ehcache:ehcache', 'com.google.appengine:appengine-api-1.0-stubs', 'org.eclipse.higgins:higgins-sts-common', 'org.springframework:spring-jdbc', 'com.google.appengine:appengine-api-1.0-sdk', 'org.eclipse.higgins:higgins-sts-spi', 'xerces:xerces', 'org.openxri:openxri-syntax', '${groupId}:openid4java-server', 'jdom:jdom', 'jetty:jetty', 'org.openxri:openxri-client', '${groupId}:openid4java-infocard', 'javax.servlet:jstl', 'net.sourceforge.jwebunit:jwebunit-htmlunit-plugin']"
srecon/elasticsearch-cassandra-river,"Elasticsearch river for Cassandra 2.* version with CQL support, based on data pull method from Cassandra cluster. Project Cloned and modified from the origin https://github.com/eBay/cassandra-river.","['org.xerial.snappy:snappy-java', 'com.codahale.metrics:metrics-core', 'com.datastax.cassandra:cassandra-driver-core', 'org.quartz-scheduler:quartz', 'net.jpountz.lz4:lz4']",0.4,0.3333333333333333,"['log4j:log4j', 'io.netty:netty', 'com.google.guava:guava', 'junit:junit', 'org.slf4j:slf4j-log4j12', 'org.elasticsearch:elasticsearch']"
sinjax/trendminer-java,"This tool was created for efficient text processing and analysis of social media text. It works in an online setting or over batches of data. It has a pipeline architecture, with the user having control over the modules that he wishes to run, each module adding to the input.","['org.geonames:geonames', 'org.apache.lucene:lucene-core', 'org.openimaj:machine-learning', 'org.apache.lucene:lucene-queryparser', 'org.restlet.jse:org.restlet.ext.json', 'org.trendminer:twitter', 'org.openimaj:nearest-neighbour', 'org.apache.opennlp:opennlp-maxent', 'org.openimaj.hadoop.tools:core-hadoop-tool', 'org.openimaj:core-experiment', 'org.arabidopsis.ahocorasick:ahocorasick', 'org.ostermiller:utils', 'de.bwaldvogel:liblinear-dense', 'org.restlet.jse:org.restlet', 'com.jayway.jsonpath:json-path', 'org.openimaj:core-feature', 'uk.co.magus.fourstore:4store-client', 'org.trendminer:test-resources', 'info.bliki.wiki:bliki-core', 'com.jayway.jsonpath:json-path-assert', 'org.trendminer.hadoop.tools:HadoopTwitterPreprocessingTool', 'joda-time:joda-time', 'org.trendminer.tools:TwitterPreprocessingTool', 'org.openimaj:test-resources']",0.6,0.17647058823529413,"['net.sourceforge.jmatio:jmatio', 'org.openimaj:clustering', 'org.openimaj:core-rdf', 'com.twitter:twitter-text', 'org.apache.opennlp:opennlp-tools', 'junit:junit', 'de.bwaldvogel:liblinear', 'mysql:mysql-connector-java', 'org.apache.lucene:lucene-analyzers-common', 'org.openimaj.tools:core-tool', 'commons-lang:commons-lang', 'org.openimaj:core-hadoop', 'org.apache.opennlp:opennlp-uima', 'org.openimaj:nlp', 'org.restlet.jse:org.restlet.ext.fileupload', 'org.twitter4j:twitter4j-core', 'org.openimaj:core-math', 'org.mongodb:mongo-java-driver', 'org.openimaj:core', 'org.twitter4j:twitter4j-stream', 'com.google.code.gson:gson', 'jmatio:jmatio', 'tw.edu.ntu.csie:libsvm', 'gov.sandia.foundry:gov-sandia-cognition-text-core']"
motech/TAMA-Web,a‍♀️ 一个万用的级整的工具管理，大学整整。,"['org.springframework:spring-aop', 'org.motechproject:motech-pillreminder-api', 'org.springframework:spring-test', 'org.powermock:powermock-api-mockito', 'org.motechproject.tama:tama.refdata', 'org.motechproject:motech-deliverytools-common', 'org.drools:drools-spring', 'org.springframework.security:spring-security-web', 'org.motechproject.tama:tama.ivr', 'org.motechproject:tama-symptoms-reporting', 'commons-collections:commons-collections', 'org.motechproject:motech-platform-decisiontree-common', 'org.apache.tiles:tiles-core', 'org.motechproject:motech-sms-api', 'org.jasypt:jasypt', 'org.springframework:spring-test-mvc', 'commons-lang:commons-lang', 'org.apache.velocity:velocity', 'org.motechproject:motech-platform-server-api', 'xml-apis:xml-apis', 'org.springframework:spring-context', 'org.springframework.webflow:spring-js-resources', 'org.motechproject.tama:tama.tools', 'org.motechproject:motech-platform-scheduler', 'org.motechproject.tama:tama.dailypillreminder', 'org.seleniumhq.selenium:selenium-server', 'cglib:cglib', 'com.thoughtworks.xstream:xstream', 'org.ektorp:org.ektorp.spring', 'org.springframework.security:spring-security-core', 'org.motechproject.tama:tama.healthtips', 'org.springframework:spring-aspects', 'org.drools:drools-compiler', 'org.seleniumhq.selenium:selenium-support', 'org.motechproject:motech-sms-http', 'commons-httpclient:commons-httpclient', 'org.drools:drools-api', 'org.seleniumhq.selenium:selenium-firefox-driver', 'org.codehaus.jackson:jackson-mapper-asl', 'org.motechproject:motech-testing-utils', 'org.apache.poi:poi', 'org.motechproject.tama:tama.fourdayrecall', 'org.motechproject:motech-appointments-api', 'org.powermock:powermock-module-junit4', 'org.motechproject:motech-job-handler-invoker', 'javax.mail:mail', 'org.seleniumhq.selenium:selenium-java', 'org.motechproject.tama:tama.symptomreporting', 'org.hibernate:hibernate-validator', 'org.motechproject.tama:tama.reporting', 'org.slf4j:slf4j-log4j12', 'com.googlecode.lambdaj:lambdaj']",0.4,0.08695652173913043,"['org.motechproject:motech-platform-ivr', 'org.apache.tiles:tiles-jsp', 'org.motechproject.tama:tama.facility', 'org.motechproject.tama:tama.common', 'org.projectlombok:lombok', 'org.motechproject.tama.reports:tama-reports-contract', 'org.motechproject.tama-motech-contrib:motech-diagnostics', 'org.springframework:spring-core', 'junit:junit', 'org.jsos:httpProxy', 'org.motechproject.tama-motech-contrib:motech-http-client', 'org.ektorp:org.ektorp', 'org.springframework:spring-webmvc', 'org.motechproject.tama-motech-contrib:motech-web-utils', 'javax.validation:validation-api', 'org.apache.httpcomponents:httpclient', 'org.springframework.security:spring-security-taglibs', 'org.springframework:spring-beans', 'org.motechproject.tama:tama.messages', 'javax.persistence:persistence-api', 'postgresql:postgresql', 'org.springframework:spring-web', 'joda-time:joda-time-jsptags', 'xmlunit:xmlunit', 'org.slf4j:slf4j-api', 'org.motechproject:motech-alerts-api', 'org.springframework:spring-jdbc', 'org.motechproject:motech-datetime-simulator', 'org.motechproject:motech-pillreminder', 'org.springframework.security:spring-security-config', 'org.motechproject.tama:test_data', 'joda-time:joda-time', 'org.slf4j:jcl-over-slf4j', 'org.springframework:spring-jms', 'org.powermock:powermock-module-junit4-rule-agent', 'mysql:mysql-connector-java', 'org.motechproject:motech-seed', 'org.springframework:spring-tx', 'org.motechproject:motech-platform-common', 'org.motechproject:motech-kookoo-automation', 'org.motechproject:motech-platform-decisiontree', 'org.codehaus.jackson:jackson-core-asl', 'org.motechproject:motech-outbox-api', 'org.motechproject.tama:tama.clinicvisits', 'org.motechproject.tama-motech-contrib:motech-diagnostics-web', 'org.motechproject.tama:migration_from_0.6_to_0.7', 'org.motechproject.tama:tama.patient', 'org.motechproject:motech-cmslite-api', 'org.motechproject.tama:tama.outbox', 'commons-fileupload:commons-fileupload', 'javax.servlet:jstl', 'org.motechproject:motech-ivr-kookoo']"
naturalprogrammer/spring-lemon,Spring Lemon is a collection of Spring security patterns and best practices that will help you in your journey as a REST API developer and microservices developer. It helps you to get the most out of your experience in real-world application development.,"['org.springframework.boot:spring-boot-starter-data-jpa', 'org.springframework.boot:spring-boot-starter-mail', 'com.github.fge:json-patch', 'org.springframework.security.oauth:spring-security-oauth2', 'org.apache.commons:commons-lang3']",1.0,0.5,"['org.springframework.boot:spring-boot-starter-parent', 'joda-time:joda-time', 'org.springframework.boot:spring-boot-configuration-processor', 'org.springframework.boot:spring-boot-starter-web', 'org.springframework.boot:spring-boot-starter-security']"
spring-projects/spring-security-saml,"Spring SAML Extension allows seamless inclusion of SAML 2.0 Service Provider capabilities in Spring applications. This repository contains all products supporting SAML2.0 in Identity Provider mode (e.g. ADFS, OpenAM, OpenSSO, Ping Federate, Okta) and can be used to connect with Spring SAML extension.","['org.springframework:spring-aop', 'xmlunit:xmlunit', 'org.easymock:easymock', 'org.slf4j:slf4j-api', 'org.springframework.security:spring-security-core', 'org.opensaml:opensaml', 'org.springframework:spring-test', 'org.springframework:spring-webmvc', 'org.springframework.security.extensions:spring-security-saml2-core', 'org.springframework.security:spring-security-config', 'javax.servlet:jsp-api']",0.25,0.14285714285714285,"['xml-apis:xml-apis', 'org.springframework:spring-context', 'org.springframework.security:spring-security-web', 'commons-logging:commons-logging', 'org.springframework:spring-beans', 'org.slf4j:slf4j-log4j12', 'org.springframework:spring-core', 'org.springframework:spring-web', 'javax.servlet:servlet-api', 'javax.servlet:jstl', 'junit:junit']"
jenkinsci/gerrit-trigger-plugin,"This plugin triggers builds on events from the Gerrit code review system by\nretrieving events from a Gerrit command ""stream-events"", so the trigger is\npushed from Gerrit instead of pulled as scm-triggers usually are.","['org.powermock:powermock-module-junit4', 'org.jenkins-ci.plugins:junit', 'commons-io:commons-io', 'org.jenkins-ci.plugins:structs', 'com.github.tomakehurst:wiremock', 'org.jenkins-ci.plugins:git', 'org.easymock:easymock', 'org.slf4j:slf4j-api', 'org.jenkins-ci.plugins:support-core', 'org.mockito:mockito-all', 'org.jenkins-ci.plugins:rabbitmq-consumer']",1.0,0.09090909090909091,"['commons-net:commons-net', 'com.sonyericsson.hudson.plugins.rebuild:rebuild', 'org.powermock:powermock-api-mockito', 'org.jenkins-ci.plugins.workflow:workflow-aggregator', 'org.hamcrest:hamcrest-all', 'com.google.guava:guava', 'com.sonymobile.tools.gerrit:gerrit-events', 'org.apache.sshd:sshd-core', 'junit:junit', 'org.jenkins-ci.plugins:git-client', 'org.jenkins-ci.plugins.workflow:workflow-step-api', 'org.slf4j:slf4j-jdk14']"
helicalinsight/helicalinsight,Community driven innovation via Helical Insight CE.   Community led innovation via https://helicalinsight.github.io/quickstart/community-driven-informative-innovation.,"['org.apache.tiles:tiles-jsp', 'com.helicalinsight:hi-externalauth', 'com.helicalinsight:hi-scheduling', 'com.helicalinsight:hi-export', 'org.slf4j:slf4j-api', 'org.mockito:mockito-all', 'javax.el:javax.el-api', 'commons-codec:commons-codec', 'commons-configuration:commons-configuration', 'org.springframework:spring-test', 'org.quartz-scheduler:quartz', 'com.helicalinsight:hi-vf-plugin', 'com.helicalinsight:hi-validation', 'com.jayway.jsonpath:json-path', 'net.sf.json-lib:json-lib', 'com.google.guava:guava', 'org.apache.calcite:calcite-example-csv', 'org.springframework.security:spring-security-config', 'org.apache.poi:poi-ooxml', 'org.jasig.cas:cas-server-support-ldap', 'javax.annotation:jsr250-api', 'org.apache.tomcat:tomcat-jdbc', 'org.springframework.security:spring-security-cas', 'joda-time:joda-time', 'org.apache.calcite:calcite-linq4j', 'com.helicalinsight:hi-cache', 'net.lingala.zip4j:zip4j', 'commons-collections:commons-collections', 'com.helicalinsight:hi-core', 'org.json:json', 'org.apache.opennlp:opennlp-tools']",0.2,0.037037037037037035,"['junit:junit', 'mysql:mysql-connector-java', 'net.sf.opencsv:opencsv', 'org.apache.calcite:calcite-mongodb', 'xom:xom', 'commons-io:commons-io', 'org.codehaus.groovy:groovy-all', 'com.helicalinsight:hi-hwf', 'javax.servlet.jsp:jsp-api', 'org.hibernate:hibernate-core', 'javax.mail:mail', 'org.mozilla:rhino', 'org.springframework:spring-webmvc', 'com.zaxxer:HikariCP', 'javax.inject:javax.inject', 'org.mongodb:mongo-java-driver', 'org.hibernate:hibernate-validator', 'org.springframework.security:spring-security-taglibs', 'org.apache.commons:commons-lang3', 'org.springframework:spring-orm', 'com.google.code.gson:gson', 'org.slf4j:slf4j-log4j12', 'commons-dbutils:commons-dbutils', 'org.jasig.cas.client:cas-client-core', 'javax.servlet:javax.servlet-api', 'log4j:log4j', 'javax.servlet:jstl', 'commons-fileupload:commons-fileupload', 'commons-digester:commons-digester', 'org.apache.calcite:calcite-core', 'com.sun.jersey:jersey-server']"
fiji/fiji,🔥 A look at the latest changes to the Fiji Wiki Wiki Wiki: https://fijiwiki.io/wiki/Fiji_Wiki wiki.php?ref=fiji&ref=Fiji.,"['ome:bio-formats_plugins', 'io.scif:io.scif', 'org.jogamp.gluegen:gluegen-rt-main', 'sc.fiji:register_virtual_stack_slices', 'sc.fiji:fiji-lib', 'org.jogamp.jogl:org.jogamp.jogl', 'org.jpedal:org.jpedal', 'gov.nist.math:gov.nist.math', 'sc.fiji:Auto_Threshold', 'io.scif:scifio-ome-xml', 'org.tensorflow:org.tensorflow', 'org.jogamp.jocl:jocl-main', 'sc.fiji:3D_Objects_Counter', 'sc.fiji:Skeletonize3D_', 'org.jogamp.joal:joal-main', 'sc.fiji:Reconstruct_Reader', 'fr.inra.ijpb:fr.inra.ijpb', 'sc.fiji:Descriptor_based_registration', 'sc.fiji:spim_data', 'sc.fiji:TrakEM2_Archipelago', 'sc.fiji:KymographBuilder', 'sc.fiji:Correct_3D_Drift', 'org.eclipse.jetty:org.eclipse.jetty', 'org.apache.xmlgraphics:org.apache.xmlgraphics', 'net.imagej:imagej', 'sc.fiji:Graph_Cut', 'sc.fiji:PIV_analyser', 'ch.qos.logback:logback-classic', 'org.apache.commons:org.apache.commons', 'sc.fiji:trakem2-transform', 'sc.fiji:FS_Align_TrakEM2', 'edu.mines:edu.mines', 'commons-codec:commons-codec', 'org.javassist:org.javassist', 'sc.fiji:TrackMate_', 'sc.fiji:SPIM_Opener', 'sc.fiji:weave_jy2java', 'com.sun.media:com.sun.media', 'sc.fiji:TopoJ_', 'io.scif:scifio-bf-compat', 'sc.fiji:Colocalisation_Analysis', 'sc.fiji:Video_Editing', 'sc.fiji:Siox_Segmentation', 'sc.fiji:T2-NIT', 'sc.fiji:AnalyzeSkeleton_', 'sc.fiji:MTrack2_', 'jitk:jitk', 'com.fifesoft:com.fifesoft', 'sc.fiji:bigdataviewer-vistools', 'javax.media:javax.media', 'net.imagej:imagej-legacy', 'sc.fiji:RATS_', 'sc.fiji:Thread_Killer', 'sc.fiji:registration_3d', 'com.google.guava:com.google.guava', 'sc.fiji:SPIM_Registration', 'org.slf4j:org.slf4j', 'junit:junit', 'org.scijava:org.scijava', 'org.janelia:H5J_Loader_Plugin', 'sc.fiji:Fiji_Package_Maker', 'sc.fiji:Series_Labeler', 'com.google.code.gson:com.google.code.gson', 'sc.fiji:View5D_', 'postgresql:postgresql', 'sc.fiji:Cell_Counter', 'sc.fiji:VIB_', 'sc.fiji:Samples_', 'net.java.dev.jna:net.java.dev.jna', 'sc.fiji:CPU_Meter', 'sc.fiji:Helmholtz_Analysis', 'sc.fiji:LSM_Reader', 'joda-time:joda-time', 'nz.ac.waikato.cms.weka:nz.ac.waikato.cms.weka', 'sc.fiji:Time_Lapse', 'sc.fiji:sc.fiji', 'sc.fiji:Color_Histogram', 'sc.fiji:VIB-lib', 'ome:ome', 'mpicbg:mpicbg_', 'sc.fiji:panorama_', 'sc.fiji:fiji-compat', 'sc.fiji:Gray_Morphology', 'sc.fiji:Interactive_3D_Surface_Plot', 'org.jogamp.joal:org.jogamp.joal']",1.0,0.04,"['sc.fiji:ToAST_', 'sc.fiji:Kuwahara_Filter', 'sc.fiji:T2-TreelineGraph', 'sc.fiji:BalloonSegmentation_', 'com.jcraft:com.jcraft', 'net.sf.jgrapht:net.sf.jgrapht', 'sc.fiji:3D_Viewer', 'net.imagej:net.imagej', 'sc.fiji:Directionality_', 'sc.fiji:bigdataviewer-core', 'sc.fiji:blockmatching_', 'sc.fiji:FlowJ_', 'com.opencsv:com.opencsv', 'sc.fiji:Lasso_and_Blow_Tool', 'org.scijava:scijava-common', 'sc.fiji:Multi_Kymograph', 'ca.mcgill:ca.mcgill', 'io.scif:scifio-lifesci', 'mpicbg:mpicbg', 'ch.qos.logback:ch.qos.logback', 'org.jogamp.gluegen:org.jogamp.gluegen', 'org.jdom:org.jdom', 'org.mockito:org.mockito', 'sc.fiji:Sync_Win', 'sc.fiji:Fiji_Plugins', 'sc.fiji:LSM_Toolbox', 'sc.fiji:Manual_Tracking', 'sc.fiji:Stitching_', 'sc.fiji:Calculator_Plus', 'sc.fiji:Anisotropic_Diffusion_2D', 'sc.fiji:SplineDeformationGenerator_', 'sc.fiji:z_spacing', 'cisd:cisd', 'sc.fiji:Trainable_Segmentation', 'com.itextpdf:com.itextpdf', 'sc.fiji:level_sets', 'sc.fiji:TrakEM2_', 'io.scif:scifio-hdf5', 'sc.fiji:Archipelago_Plugins', 'sc.fiji:VectorString', 'sc.fiji:bigwarp_fiji', 'sc.fiji:IJ_Robot', 'org.janelia:org.janelia', 'net.imagej:op-finder', 'org.jogamp.jogl:jogl-all-main', 'sc.fiji:M_I_P', 'sc.fiji:Vaa3d_Writer', 'sc.fiji:Linear_Kuwahara', 'sc.fiji:Colour_Deconvolution', 'sc.fiji:Fiji_Developer', 'sc.fiji:Bug_Submitter', 'org.scijava:scijava-config', 'sc.fiji:Fiji_Archipelago', 'sc.fiji:Dichromacy_', 'sc.fiji:Statistical_Region_Merging', 'org.openmicroscopy:org.openmicroscopy', 'sc.fiji:Stack_Manipulation', 'sc.fiji:trakem2_tps', 'sc.fiji:Image_Expression_Parser', 'sc.fiji:pal-optimization', 'sc.fiji:LocalThickness_', 'sc.fiji:Simple_Neurite_Tracer', 'sc.fiji:Volume_Viewer', 'sc.fiji:3D_Blob_Segmentation', 'sc.fiji:Image_5D', 'sc.fiji:Volume_Calculator', 'sc.fiji:Time_Stamper', 'sc.fiji:Arrow_', 'sc.fiji:Color_Inspector_3D', 'net.imglib2:net.imglib2', 'sc.fiji:Vaa3d_Reader', 'org.jfree:org.jfree', 'sc.fiji:bUnwarpJ_', 'sc.fiji:QuickPALM_', 'jitk:jitk-tps', 'sc.fiji:Feature_Detection', 'sc.fiji:IO_', 'sc.fiji:legacy-imglib1', 'net.sf.trove4j:net.sf.trove4j', 'sc.fiji:bigdataviewer_fiji', 'com.miglayout:com.miglayout', 'org.jogamp.jocl:org.jogamp.jocl', 'ca.mcgill:Sholl_Analysis', 'org.tinyjee.jgraphx:org.tinyjee.jgraphx', 'sc.fiji:CorrectBleach_', 'sc.fiji:IsoData_Classifier']"
